Trainer,Youngster2,Youngster1,Youngster3,Youngster4,Youngster5,Youngster6,Youngster7,Youngster8,Youngster9,Youngster10,Youngster11,Youngster12,Youngster13,BugCatcher1,BugCatcher2,BugCatcher3,BugCatcher4,BugCatcher5,BugCatcher6,BugCatcher7,BugCatcher8,BugCatcher9,BugCatcher10,BugCatcher11,BugCatcher12,BugCatcher13,BugCatcher14,Lass1,Lass2,Lass3,Lass4,Lass5,Lass6,Lass7,Lass8,Lass9,Lass10,Lass11,Lass12,Lass13,Lass14,Lass15,Lass16,Lass17,Lass18,Sailor1,Sailor2,Sailor3,Sailor4,Sailor5,Sailor6,Sailor7,Sailor8,JrTrainerM1,JrTrainerM2,JrTrainerM3,JrTrainerM4,JrTrainerM5,JrTrainerM6,JrTrainerM7,JrTrainerM8,JrTrainerM9,JrTrainerF1,JrTrainerF2,JrTrainerF3,JrTrainerF4,JrTrainerF5,JrTrainerF6,JrTrainerF7,JrTrainerF8,JrTrainerF9,JrTrainerF10,JrTrainerF11,JrTrainerF12,JrTrainerF13,JrTrainerF14,JrTrainerF15,JrTrainerF16,JrTrainerF17,JrTrainerF18,JrTrainerF19,JrTrainerF20,JrTrainerF21,JrTrainerF22,JrTrainerF23,JrTrainerF24,Pokemaniac1,Pokemaniac2,Pokemaniac3,Pokemaniac4,Pokemaniac5,Pokemaniac6,Pokemaniac7,SuperNerd1,SuperNerd2,SuperNerd3,SuperNerd4,SuperNerd5,SuperNerd6,SuperNerd7,SuperNerd8,SuperNerd9,SuperNerd10,SuperNerd11,SuperNerd12,Hiker1,Hiker2,Hiker3,Hiker4,Hiker5,Hiker6,Hiker7,Hiker8,Hiker9,Hiker10,Hiker11,Hiker12,Hiker13,Biker1,Biker2,Biker3,Biker4,Biker5,Biker6,Biker7,Biker8,Biker9,Biker11,Biker12,Biker13,Biker14,Biker15,Burglar1,Burglar2,Burglar3,Burglar4,Burglar5,Burglar6,Burglar7,Burglar8,Burglar9,Engineer1,Engineer2,Engineer3,Fisher1,Fisher2,Fisher3,Fisher4,Fisher5,Fisher6,Fisher7,Fisher8,Fisher9,Fisher10,Fisher11,Swimmer1,Swimmer2,Swimmer3,Swimmer4,Swimmer5,Swimmer6,Swimmer7,Swimmer8,Swimmer9,Swimmer10,Swimmer11,Swimmer12,Swimmer13,Swimmer14,Swimmer15,CueBall1,CueBall2,CueBall3,CueBall4,CueBall5,CueBall6,CueBall7,CueBall8,CueBall9,Gambler1,Gambler2,Gambler3,Gambler4,Gambler5,Gambler6,Gambler7,Beauty1,Beauty2,Beauty3,Beauty4,Beauty5,Beauty6,Beauty7,Beauty8,Beauty9,Beauty10,Beauty11,Beauty12,Beauty13,Beauty14,Beauty15,Psychic1,Psychic2,Psychic3,Psychic4,Rocker1,Rocker2,Juggler1,Juggler2,Juggler3,Juggler4,Juggler5,Juggler6,Juggler7,Juggler8,Tamer1,Tamer2,Tamer3,Tamer4,Tamer5,Tamer6,BirdKeeper1,BirdKeeper2,BirdKeeper3,BirdKeeper4,BirdKeeper5,BirdKeeper6,BirdKeeper7,BirdKeeper8,BirdKeeper9,BirdKeeper10,BirdKeeper11,BirdKeeper12,BirdKeeper13,BirdKeeper14,BirdKeeper15,BirdKeeper16,BirdKeeper17,Blackbelt1,Blackbelt2,Blackbelt3,Blackbelt4,Blackbelt5,Blackbelt6,Blackbelt7,Blackbelt8,Blackbelt9,Rival1-Squirtle,Rival1-Bulbasaur,Rival1-Charmander,Rival1A-Squirtle,Rival1A-Bulbasaur,Rival1A-Charmander,Rival2-Squirtle,Rival2-Bulbasaur,Rival2-Charmander,ProfOak-Blastoise,ProfOak-Venusaur,ProfOak-Charizard,Scientist1,Scientist2,Scientist3,Scientist4,Scientist5,Scientist6,Scientist7,Scientist8,Scientist9,Scientist10,Scientist11,Scientist12,Scientist13,Giovanni1,Giovanni2,Giovanni3,Rocket1,Rocket2,Rocket3,Rocket4,Rocket5,Rocket6,Rocket7,Rocket8,Rocket9,Rocket10,Rocket11,Rocket12,Rocket13,Rocket14,Rocket15,Rocket16,Rocket17,Rocket18,Rocket19,Rocket20,Rocket21,Rocket22,Rocket23,Rocket24,Rocket25,Rocket26,Rocket27,Rocket28,Rocket29,Rocket30,Rocket31,Rocket32,Rocket33,Rocket34,Rocket35,Rocket36,Rocket37,Rocket38,Rocket39,Rocket40,Rocket41,CoolTrainerM1,CoolTrainerM2,CoolTrainerM3,CoolTrainerM4,CoolTrainerM5,CoolTrainerM6,CoolTrainerM7,CoolTrainerM8,CoolTrainerM9,CoolTrainerM10,CoolTrainerF1,CoolTrainerF2,CoolTrainerF3,CoolTrainerF4,CoolTrainerF5,CoolTrainerF6,CoolTrainerF7,CoolTrainerF8,Bruno,Brock,Misty,LtSurge,Erika,Koga,Blaine,Sabrina,Gentleman1,Gentleman2,Gentleman3,Gentleman4,Gentleman5,Rival3-Squirtle,Rival3-Bulbasaur,Rival3-Charmander,Rival4-Squirtle,Rival4-Bulbasaur,Rival4-Charmander,Rival5-Squirtle,Rival5-Bulbasaur,Rival5-Charmander,Rival6-Squirtle,Rival6-Bulbasaur,Rival6-Charmander,Champion-Blastoise,Champion-Venusaur,Champion-Charizard,Lorelei,Channeler1,Channeler2,Channeler3,Channeler4,Channeler5,Channeler6,Channeler7,Channeler8,Channeler9,Channeler10,Channeler11,Channeler12,Channeler13,Channeler14,Channeler15,Channeler16,Channeler17,Channeler18,Channeler19,Channeler20,Channeler21,Channeler22,Channeler23,Channeler24,Agatha,Lance,Articuno,Zapdos,Moltres,Mewtwo,Hiker14,Biker10
Youngster2,---,1W-0L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,1W-0L-0T,1W-0L-0T,1W-0L-0T,1W-0L-0T,1W-0L-0T,1W-0L-0T,1W-0L-0T,1W-0L-0T,1W-0L-0T,1W-0L-0T,0W-1L-0T,1W-0L-0T,0W-1L-0T,0W-1L-0T,1W-0L-0T,1W-0L-0T,1W-0L-0T,0W-1L-0T,1W-0L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,1W-0L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-0L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,1W-0L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,1W-0L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,1W-0L-0T,1W-0L-0T,1W-0L-0T,1W-0L-0T,1W-0L-0T,1W-0L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-0L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,1W-0L-0T,0W-1L-0T,1W-0L-0T,0W-1L-0T,0W-1L-0T,1W-0L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,1W-0L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,1W-0L-0T,1W-0L-0T,1W-0L-0T,1W-0L-0T,1W-0L-0T,1W-0L-0T,1W-0L-0T,1W-0L-0T,1W-0L-0T,1W-0L-0T,1W-0L-0T,1W-0L-0T,1W-0L-0T,1W-0L-0T,1W-0L-0T,1W-0L-0T,1W-0L-0T,1W-0L-0T,1W-0L-0T,0W-1L-0T,1W-0L-0T,1W-0L-0T,1W-0L-0T,1W-0L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T
Youngster1,0W-1L-0T,---,1W-0L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,1W-0L-0T,1W-0L-0T,1W-0L-0T,1W-0L-0T,1W-0L-0T,1W-0L-0T,1W-0L-0T,1W-0L-0T,1W-0L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,1W-0L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,1W-0L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,1W-0L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,1W-0L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,1W-0L-0T,1W-0L-0T,1W-0L-0T,1W-0L-0T,1W-0L-0T,1W-0L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,1W-0L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,1W-0L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-0L-0T,0W-0L-0T
Youngster3,1W-0L-0T,0W-1L-0T,---,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,1W-0L-0T,1W-0L-0T,1W-0L-0T,1W-0L-0T,1W-0L-0T,1W-0L-0T,1W-0L-0T,1W-0L-0T,1W-0L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,1W-0L-0T,1W-0L-0T,0W-1L-0T,0W-1L-0T,1W-0L-0T,1W-0L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,1W-0L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,1W-0L-0T,1W-0L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,1W-0L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,1W-0L-0T,1W-0L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-0L-0T,1W-0L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,1W-0L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,1W-0L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,1W-0L-0T,1W-0L-0T,1W-0L-0T,1W-0L-0T,1W-0L-0T,1W-0L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,1W-0L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,1W-0L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,0W-1L-0T,1W-0L-0T,1W-0L-0T
